Owner,Schedule,Location,Day of Week,Start,End,Hours,Requests,Requesters
cli14,BUS-RBHS-Cons,Busch Campus,Monday,8:15AM,10:45AM,2.5,3,"sx63 (1), ttl39 (2), cli14 (1)"
cli14,BUS-RBHS-Cons,Busch Campus,Monday,10:45AM,1:15PM,2.5,5,"gp251 (3), sx63 (1), smk333 (2), aar195 (1), cli14 (1)"
cli14,BUS-ARC-Cons,Busch Campus,Thursday,8:00AM,11:45AM,3.75,8,"rp928 (2), jrb340 (3), cli14 (1), jbm200 (4), kwl47 (1), jje77 (1), hp408 (4), spp131 (4)"
cli14,BUS-ARC-Cons,Busch Campus,Tuesday,8:00AM,11:45AM,3.75,0,
dpc121,BUS-ARC-Cons,Busch Campus,Sunday,10:00PM,2:00AM,4,5,"rp928 (2), jsq8 (4), jwn32 (1), ejc190 (1), dpc121 (1)"
dpc121,BUS-ARC-Cons,Busch Campus,Monday,10:15PM,2:00AM,3.75,4,"ed422 (1), jfm203 (1), ca571 (3), ava45 (5)"
dpc121,BUS-ARC-Disp,Busch Campus,Tuesday,1:30PM,4:45PM,3.25,3,"dpc121 (1), aab283 (1), bjg144 (1)"
dpc121,BUS-ARC-Cons,Busch Campus,Thursday,3:00PM,5:30PM,2.5,2,"ztm8 (1), dpc121 (1)"
dpc121,BUS-ARC-Cons,Busch Campus,Thursday,3:00PM,5:30PM,2.5,0,
dpc121,BUS-ARC-Cons,Busch Campus,Tuesday,3:00PM,5:30PM,2.5,0,
ed422,BUS-ARC-Cons,Busch Campus,Monday,9:30PM,2:00AM,4.5,0,
ed422,BUS-ARC-Cons,Busch Campus,Tuesday,8:00PM,11:00PM,3,1,ed422 (2)
ed422,BUS-ARC-Cons,Busch Campus,Tuesday,11:00PM,2:00AM,3,1,ed422 (2)
ed422,BUS-ARC-Cons,Busch Campus,Thursday,8:00PM,11:00PM,3,2,"ed422 (2), kt427 (2)"
ed422,BUS-ARC-Cons,Busch Campus,Thursday,11:00PM,2:00AM,3,1,ed422 (2)
ed422,BUS-ARC-Cons,Busch Campus,Tuesday,8:00PM,11:00PM,3,0,
ed422,BUS-ARC-Cons,Busch Campus,Tuesday,11:00PM,2:00AM,3,0,
eg560,BUS-ARC-Cons,Busch Campus,Saturday,2:45PM,6:00PM,3.25,15,"sa1110 (4), rgd51 (1), vsl22 (1), jrb340 (3), srg154 (5), ap1614 (3), msm322 (1), jbm200 (1), ajc423 (3), jsq8 (1), gct20 (2), jje77 (5), aab283 (1), bhp38 (2), eg560 (1)"
eg560,BUS-RBHS-Cons,Busch Campus,Thursday,10:45AM,1:15PM,2.5,7,"gp251 (3), smk333 (2), kt427 (1), aar195 (2), cli14 (1), pkc42 (2), eg560 (1)"
eg560,BUS-RBHS-Cons,Busch Campus,Thursday,1:15PM,4:30PM,3.25,6,"esr59 (4), rgd51 (1), ca571 (3), jbm200 (5), eg560 (1), uls2 (2)"
eg560,BUS-RBHS-Cons,Busch Campus,Friday,8:15AM,10:45AM,2.5,1,eg560 (3)
eg560,BUS-RBHS-Cons,Busch Campus,Tuesday,10:45AM,1:15PM,2.5,0,
eg560,BUS-RBHS-Cons,Busch Campus,Tuesday,1:15PM,4:30PM,3.25,0,
eg560,BUS-RBHS-Cons,Busch Campus,Wednesday,8:15AM,10:45AM,2.5,0,
ejc185,BUS-LSM-Cons,Busch Campus,Monday,2:00PM,6:00PM,4,11,"cjk171 (2), ejc185 (1), ac1109 (3), rp928 (2), ktm96 (1), hk625 (1), hsr30 (1), jbm200 (5), smt196 (2), bjs300 (4), spp131 (1)"
ejc185,BUS-ARC-Cons,Busch Campus,Tuesday,8:00AM,11:30AM,3.5,11,"ejc185 (4), vsl22 (1), jrb340 (3), brl51 (1), ap1614 (1), jfm203 (2), msm322 (1), jbm200 (4), jp1682 (4), ava45 (2), hp408 (4)"
ejc185,BUS-ARC-Cons,Busch Campus,Tuesday,11:45AM,3:15PM,3.5,13,"esr59 (1), ejc185 (1), srp221 (1), yw559 (2), nad129 (4), srg154 (1), tjb234 (1), jbm200 (5), ejc190 (4), bpl52 (1), bwr29 (4), dpc121 (1), bjg144 (4)"
ejc190,BUS-BEST-Cons,Busch Campus,Sunday,10:00PM,2:00AM,4,5,"rp928 (2), sr1193 (4), jsq8 (5), ejc190 (2), dpc121 (5)"
ejc190,BUS-BEST-Cons,Busch Campus,Tuesday,11:30AM,3:00PM,3.5,9,"ac1109 (1), nad129 (3), brl51 (3), tjb234 (5), jbm200 (5), ejc190 (2), bwr29 (5), dpc121 (1), bjg144 (1)"
ejc190,BUS-BEST-Cons,Busch Campus,Tuesday,9:45PM,2:00AM,4.25,4,"ajl271 (3), ca571 (1), dpc121 (5), gak87 (1)"
ejc190,BUS-BEST-Cons,Busch Campus,Thursday,9:45PM,2:00AM,4.25,4,"ajl271 (2), rp928 (2), ejc190 (1), dpc121 (4)"
ejc192,BUS-ARC-Cons,Busch Campus,Wednesday,6:15PM,9:45PM,3.5,16,"ejc185 (5), rgd51 (1), sr1193 (1), ajb384 (4), cli14 (2), njh45 (1), msm322 (1), jbm200 (5), ajc423 (3), jwn32 (2), bpl52 (3), ava45 (4), smt196 (1), ejc192 (1), bjs300 (3), bhp38 (3)"
ejc192,BUS-ARC-Cons,Busch Campus,Friday,6:15PM,10:00PM,3.75,12,"cjk171 (1), njh45 (4), jbm200 (5), bpl52 (2), js2585 (3), jp1682 (4), jje77 (3), dpc121 (3), aab283 (2), bhp38 (1), hp408 (1), eg560 (4)"
esr59,BUS-ARC-Cons,Busch Campus,Tuesday,8:15AM,10:00AM,1.75,10,"esr59 (1), jrb340 (5), brl51 (1), ap1614 (1), msm322 (1), jc2427 (4), aab283 (1), ava45 (4), hp408 (3), spp131 (5)"
esr59,BUS-BEST-Cons,Busch Campus,Tuesday,3:15PM,6:30PM,3.25,15,"esr59 (1), axt3 (3), wsc31 (2), sr1193 (1), hsr30 (1), an588 (2), ap1614 (3), jbm200 (5), ejc190 (4), ma1595 (1), bwr29 (3), aab283 (1), hp408 (1), bjg144 (3), uls2 (1)"
esr59,BUS-BEST-Cons,Busch Campus,Thursday,11:45AM,3:15PM,3.5,11,"esr59 (1), ac1109 (1), kt427 (1), yw559 (3), ap1614 (3), ca571 (1), jbm200 (5), jje77 (1), bwr29 (5), bjg144 (1), uls2 (1)"
gak87,BUS-ARC-Cons,Busch Campus,Monday,9:45PM,2:00AM,4.25,6,"ed422 (1), ca571 (3), dpc121 (2), ava45 (5), gak87 (1), bhp38 (4)"
gak87,BUS-LSM-Cons,Busch Campus,Friday,2:30PM,5:30PM,3,21,"cjk171 (2), yl843 (3), yf184 (2), bk396 (3), lo153 (5), kt427 (1), rgd51 (1), ktm96 (2), an588 (1), tjb234 (4), njh45 (2), jbm200 (5), bar151 (1), bwr29 (3), dpc121 (1), aab283 (1), pkc42 (2), ms2651 (2), gak87 (1), spp131 (1), uls2 (3)"
gak87,BUS-LSM-Cons,Busch Campus,Friday,5:30PM,8:30PM,3,11,"cjk171 (2), bk396 (3), rgd51 (1), sr1193 (2), njh45 (2), jbm200 (4), jje77 (4), dpc121 (1), aab283 (1), gak87 (1), hp408 (2)"
gak87,BUS-LSM-Cons,Busch Campus,Wednesday,2:30PM,5:30PM,3,0,
gak87,BUS-LSM-Cons,Busch Campus,Wednesday,5:30PM,8:30PM,3,0,
gct20,BUS-ARC-Cons,Busch Campus,Saturday,3:30PM,6:30PM,3,12,"sa1110 (4), rgd51 (1), vsl22 (1), jrb340 (3), ap1614 (3), jbm200 (1), ajc423 (4), jsq8 (1), gct20 (3), aab283 (1), bhp38 (2), eg560 (1)"
gct20,BUS-ARC-Cons,Busch Campus,Thursday,9:45PM,2:00AM,4.25,5,"ed422 (1), rp928 (2), gct20 (2), dpc121 (4), ava45 (4)"
gct20,BUS-ARC-Disp,Busch Campus,Friday,1:30PM,4:45PM,3.25,5,"jrb340 (3), aar195 (3), ajb384 (5), gct20 (1), dpc121 (1)"
gct20,BUS-ARC-Cons,Busch Campus,Tuesday,9:45PM,2:00AM,4.25,0,
gct20,BUS-ARC-Disp,Busch Campus,Wednesday,1:30PM,4:45PM,3.25,0,
gp251,BUS-ARC-Disp,Busch Campus,Thursday,10:00AM,1:30PM,3.5,3,"gp251 (1), smk333 (1), aar195 (3)"
gp251,BUS-ARC-Disp,Busch Campus,Tuesday,10:00AM,1:30PM,3.5,0,
hk625,BUS-ARC-Cons,Busch Campus,Tuesday,10:00AM,12:30PM,2.5,6,"gp251 (1), hk625 (1), aar195 (3), msm322 (1), dpc121 (2), an646 (1)"
hk625,BUS-ARC-Cons,Busch Campus,Tuesday,5:30PM,8:00PM,2.5,6,"yf184 (2), kt427 (2), hk625 (1), ajb384 (2), dpc121 (5), aab283 (1)"
hp408,BUS-ARC-Cons,Busch Campus,Thursday,8:15AM,10:00AM,1.75,5,"aak219 (1), jrb340 (5), kwl47 (1), js2585 (3), hp408 (3)"
hp408,BUS-LSM-Cons,Busch Campus,Thursday,6:00PM,9:00PM,3,9,"bmw110 (3), ajb384 (3), ap1614 (1), jfm203 (4), jbm200 (5), vs543 (3), aab283 (3), hp408 (3), uls2 (3)"
hp408,BUS-BEST-Cons,Busch Campus,Friday,6:30PM,10:00PM,3.5,7,"cjk171 (3), jbm200 (5), jje77 (4), aab283 (2), hp408 (1), eg560 (4), uls2 (3)"
hp408,BUS-ARC-Cons,Busch Campus,Tuesday,8:15AM,10:00AM,1.75,0,
hp408,BUS-LSM-Cons,Busch Campus,Tuesday,6:00PM,9:00PM,3,0,
hsr30,BUS-RBHS-Cons,Busch Campus,Monday,1:15PM,4:30PM,3.25,6,"sx63 (1), hsr30 (1), cli14 (1), jbm200 (5), aab283 (1), uls2 (1)"
hsr30,BUS-BEST-Cons,Busch Campus,Wednesday,3:00PM,6:15PM,3.25,18,"ac1109 (1), axt3 (3), lo153 (5), wsc31 (3), kt427 (1), rp928 (1), sah285 (1), ktm96 (4), jrb340 (4), hsr30 (1), brl51 (3), sy519 (4), msm322 (1), jbm200 (5), bar151 (1), bpl52 (1), smt196 (3), bjs300 (1)"
hsr30,BUS-LSM-Cons,Busch Campus,Thursday,3:00PM,6:15PM,3.25,11,"rp928 (1), rgd51 (1), hsr30 (1), ajb384 (3), ztm8 (1), srg154 (2), ap1614 (1), ca571 (2), jbm200 (5), jje77 (1), uls2 (1)"
hsr30,BUS-LSM-Cons,Busch Campus,Tuesday,3:00PM,6:15PM,3.25,0,
jbm200,BUS-BEST-Cons,Busch Campus,Saturday,2:00PM,5:30PM,3.5,17,"rgd51 (1), vsl22 (1), sr1193 (1), jrb340 (4), ap1614 (3), njh45 (1), msm322 (1), jbm200 (1), ajc423 (2), jc2427 (1), jsq8 (1), jwn32 (3), jje77 (5), aab283 (1), an646 (4), eg560 (3), uls2 (4)"
jbm200,BUS-BEST-Cons,Busch Campus,Saturday,6:00PM,10:00PM,4,7,"rgd51 (1), bkw27 (5), ap1614 (3), jbm200 (2), ajc423 (5), jsq8 (3), uls2 (4)"
jbm200,BUS-ARC-Cons,Busch Campus,Sunday,6:30PM,10:30PM,4,10,"cjk171 (1), ttl39 (4), ajl271 (3), rp928 (1), jbm200 (3), jsq8 (4), jp1682 (4), dpc121 (1), aab283 (3), bhp38 (4)"
jbm200,BUS-LSM-Cons,Busch Campus,Monday,10:00AM,2:00PM,4,7,"ajf224 (5), ac1109 (5), rp928 (2), ktm96 (1), aar195 (2), cli14 (4), jbm200 (4)"
jej99,BUS-ARC-Cons,Busch Campus,Sunday,2:45PM,6:00PM,3.25,18,"sa1110 (3), cjk171 (2), yf184 (2), jej99 (2), vsl22 (1), zmk15 (2), sr1193 (1), ktm96 (3), jbm200 (1), jsq8 (5), bpl52 (1), gct20 (2), kwl47 (2), jje77 (5), aab283 (1), pkc42 (1), smt196 (2), bhp38 (3)"
jej99,BUS-BEST-Cons,Busch Campus,Monday,8:00AM,11:45AM,3.75,12,"prh43 (1), ttl39 (2), axt3 (2), jej99 (2), rp928 (2), vsl22 (1), nad129 (5), bkw27 (2), aar195 (3), ap1614 (1), jbm200 (4), jje77 (2)"
jej99,BUS-ARC-Disp,Busch Campus,Tuesday,10:00AM,1:30PM,3.5,6,"gp251 (1), jej99 (1), sr1193 (5), aar195 (3), dpc121 (3), an646 (1)"
jfm203,BUS-BEST-Cons,Busch Campus,Monday,10:15PM,2:00AM,3.75,6,"ajl271 (3), rp928 (2), sr1193 (4), jfm203 (2), ca571 (1), dpc121 (5)"
jfm203,BUS-LSM-Cons,Busch Campus,Friday,10:00AM,2:00PM,4,8,"ac1109 (5), ajl271 (2), lo153 (5), rp928 (2), aar195 (1), jfm203 (2), jbm200 (5), kwl47 (5)"
jfm203,BUS-LSM-Cons,Busch Campus,Wednesday,10:00AM,2:00PM,4,0,
jje77,BUS-LSM-Cons,Busch Campus,Monday,8:00AM,11:30AM,3.5,6,"rp928 (1), cli14 (4), jbm200 (4), kwl47 (4), jje77 (2), spp131 (5)"
jje77,BUS-ARC-Cons,Busch Campus,Monday,6:15PM,9:45PM,3.5,20,"cjk171 (1), kt427 (2), rgd51 (1), sr1193 (2), ajb384 (2), ap1614 (1), jbm200 (5), ajc423 (2), jsq8 (2), bar151 (1), jwn32 (4), bpl52 (2), ma1595 (5), js2585 (3), jp1682 (4), jje77 (2), ava45 (3), smt196 (1), ejc192 (2), bhp38 (1)"
jje77,BUS-LSM-Cons,Busch Campus,Thursday,10:00AM,2:00PM,4,5,"bk396 (4), ac1109 (5), rp928 (2), jbm200 (5), jje77 (1)"
jje77,BUS-LSM-Cons,Busch Campus,Tuesday,10:00AM,2:00PM,4,0,
jl2169,BUS-ARC-Cons,Busch Campus,Saturday,10:45AM,2:00PM,3.25,15,"sa1110 (4), kt427 (1), rgd51 (1), jrb340 (3), ap1614 (3), msm322 (1), jbm200 (2), jsq8 (5), smk339 (1), bpl52 (4), jje77 (5), jl2169 (1), aab283 (1), ms2651 (1), bhp38 (4)"
jl2169,BUS-ARC-Cons,Busch Campus,Sunday,10:45AM,2:45PM,4,14,"sa1110 (3), yf184 (3), kt427 (1), ktm96 (3), jbm200 (3), ajc423 (3), jsq8 (5), kwl47 (5), jje77 (5), jl2169 (2), aab283 (1), pkc42 (1), ms2651 (2), smt196 (4)"
jl2169,BUS-ARC-Cons,Busch Campus,Tuesday,11:30AM,3:00PM,3.5,12,"ejc185 (1), srp221 (1), nad129 (4), srg154 (1), tjb234 (2), jbm200 (5), ejc190 (4), bpl52 (1), bwr29 (4), dpc121 (1), jl2169 (1), bjg144 (4)"
jp1682,BUS-ARC-Cons,Busch Campus,Sunday,5:00PM,8:00PM,3,12,"sa1110 (5), cjk171 (2), yf184 (3), ttl39 (4), vsl22 (1), sr1193 (1), jbm200 (3), jsq8 (1), jp1682 (3), dpc121 (1), aab283 (3), bhp38 (1)"
jp1682,BUS-BEST-Cons,Busch Campus,Monday,11:30AM,3:00PM,3.5,13,"ac1109 (1), axt3 (1), rp928 (1), sr1193 (1), ktm96 (4), hsr30 (1), aar195 (1), cli14 (4), jbm200 (2), jp1682 (1), vs543 (1), pkc42 (1), hp408 (1)"
jp1682,BUS-LSM-Cons,Busch Campus,Friday,11:30AM,2:30PM,3,12,"ac1109 (3), lo153 (5), rp928 (1), nad129 (2), aar195 (2), tjb234 (4), jfm203 (1), jbm200 (5), kwl47 (5), jp1682 (3), bwr29 (4), dpc121 (1)"
jp1682,BUS-LSM-Cons,Busch Campus,Wednesday,11:30AM,2:30PM,3,0,
jrb340,BUS-ARC-Disp,Busch Campus,Monday,1:30PM,4:45PM,3.25,3,"jrb340 (3), dpc121 (5), aab283 (1)"
jrb340,BUS-ARC-Disp,Busch Campus,Wednesday,1:30PM,4:45PM,3.25,2,"jrb340 (4), aab283 (1)"
jrb340,BUS-ARC-Cons,Busch Campus,Friday,1:30PM,5:00PM,3.5,6,"yf184 (4), lo153 (5), jrb340 (1), aar195 (3), gct20 (3), dpc121 (1)"
jrb340,BUS-ARC-Cons,Busch Campus,Wednesday,1:30PM,5:00PM,3.5,0,
js2585,BUS-ARC-Cons,Busch Campus,Monday,8:15AM,10:00AM,1.75,4,"kwl47 (3), js2585 (3), jje77 (3), dpc121 (5)"
js2585,BUS-ARC-Cons,Busch Campus,Friday,8:15AM,10:00AM,1.75,7,"brl51 (1), kwl47 (4), js2585 (3), vs543 (3), aab283 (1), ava45 (5), eg560 (1)"
js2585,BUS-ARC-Cons,Busch Campus,Friday,6:30PM,10:00PM,3.5,10,"cjk171 (1), jbm200 (5), bpl52 (2), js2585 (3), jp1682 (4), jje77 (4), dpc121 (3), aab283 (2), bhp38 (1), hp408 (1)"
js2585,BUS-ARC-Cons,Busch Campus,Wednesday,8:15AM,10:00AM,1.75,0,
js2585,BUS-ARC-Cons,Busch Campus,Wednesday,6:30PM,10:00PM,3.5,0,
jsq8,BUS-LSM-Cons,Busch Campus,Sunday,3:00PM,6:00PM,3,11,"cjk171 (2), yf184 (1), sr1193 (1), ktm96 (1), yq65 (2), jbm200 (4), ajc423 (4), jsq8 (1), kwl47 (3), aab283 (2), smt196 (2)"
jsq8,BUS-BEST-Cons,Busch Campus,Sunday,9:30PM,2:00AM,4.5,5,"rp928 (2), sr1193 (4), jsq8 (4), ejc190 (1), dpc121 (5)"
jsq8,BUS-ARC-Cons,Busch Campus,Wednesday,9:45PM,2:00AM,4.25,3,"jsq8 (3), dpc121 (4), ava45 (5)"
jwn32,BUS-BEST-Cons,Busch Campus,Wednesday,10:15PM,2:00AM,3.75,2,"jsq8 (5), jwn32 (1)"
jwn32,BUS-BEST-Cons,Busch Campus,Friday,11:30AM,3:00PM,3.5,15,"ttl39 (1), ac1109 (1), lo153 (5), rp928 (1), vsl22 (1), nad129 (3), aar195 (2), tjb234 (1), jfm203 (1), jbm200 (5), jwn32 (1), ejc190 (1), gct20 (1), jp1682 (1), dpc121 (1)"
jwn32,BUS-BEST-Cons,Busch Campus,Friday,6:15PM,10:00PM,3.75,8,"cjk171 (3), jbm200 (5), jwn32 (2), jje77 (4), aab283 (2), hp408 (1), eg560 (4), uls2 (3)"
kt427,BUS-ARC-Disp,Busch Campus,Monday,4:45PM,7:45PM,3,2,"smk333 (5), kt427 (4)"
kt427,BUS-ARC-Cons,Busch Campus,Wednesday,8:00PM,11:00PM,3,1,kt427 (3)
kt427,BUS-ARC-Cons,Busch Campus,Thursday,5:30PM,8:00PM,2.5,1,kt427 (5)
kt427,BUS-ARC-Cons,Busch Campus,Friday,5:00PM,7:30PM,2.5,1,kt427 (2)
kt427,BUS-ARC-Cons,Busch Campus,Friday,7:30PM,10:00PM,2.5,1,kt427 (5)
kt427,BUS-ARC-Cons,Busch Campus,Friday,7:30PM,10:00PM,2.5,0,
kt427,BUS-ARC-Cons,Busch Campus,Tuesday,5:30PM,8:00PM,2.5,0,
kt427,BUS-ARC-Cons,Busch Campus,Wednesday,5:00PM,7:30PM,2.5,0,
kt427,BUS-ARC-Cons,Busch Campus,Wednesday,7:30PM,10:00PM,2.5,0,
kwl47,BUS-ARC-Cons,Busch Campus,Wednesday,8:15AM,10:00AM,1.75,7,"brl51 (1), ca571 (3), jc2427 (5), smk339 (1), kwl47 (1), aab283 (1), ava45 (5)"
kwl47,BUS-LSM-Cons,Busch Campus,Thursday,8:00AM,11:30AM,3.5,7,"ac1109 (3), rp928 (1), cli14 (4), jbm200 (5), kwl47 (1), jje77 (1), spp131 (1)"
kwl47,BUS-ARC-Cons,Busch Campus,Friday,8:00AM,11:30AM,3.5,11,"rp928 (1), yw559 (5), brl51 (1), jfm203 (1), msm322 (1), jbm200 (4), kwl47 (5), jp1682 (4), vs543 (1), ava45 (2), eg560 (3)"
kwl47,BUS-LSM-Cons,Busch Campus,Tuesday,8:00AM,11:30AM,3.5,0,
kwl47,BUS-ARC-Cons,Busch Campus,Wednesday,8:00AM,11:30AM,3.5,0,
ma1595,BUS-BEST-Cons,Busch Campus,Monday,3:15PM,6:30PM,3.25,16,"cjk171 (2), ttl39 (1), ac1109 (1), axt3 (1), rp928 (2), ktm96 (4), jrb340 (4), ap1614 (1), msm322 (1), jbm200 (5), bar151 (1), bpl52 (1), ma1595 (1), smt196 (3), bjs300 (2), spp131 (2)"
ma1595,BUS-BEST-Cons,Busch Campus,Tuesday,3:00PM,6:15PM,3.25,13,"axt3 (3), wsc31 (1), rgd51 (1), hsr30 (1), jbm200 (5), ejc190 (4), ma1595 (1), bwr29 (3), aab283 (1), hp408 (1), eg560 (1), bjg144 (3), uls2 (1)"
ma1595,BUS-BEST-Cons,Busch Campus,Thursday,3:00PM,6:15PM,3.25,14,"axt3 (2), rgd51 (1), hsr30 (1), ajb384 (1), ztm8 (1), ap1614 (1), ca571 (2), jbm200 (5), ma1595 (1), jje77 (2), hp408 (1), eg560 (1), bjg144 (3), uls2 (1)"
ms2651,BUS-ARC-Cons,Busch Campus,Saturday,12:00PM,3:30PM,3.5,14,"sa1110 (4), rgd51 (1), vsl22 (1), jrb340 (3), srg154 (4), ap1614 (3), jbm200 (2), jsq8 (5), bpl52 (1), jl2169 (3), aab283 (1), ms2651 (1), gak87 (4), bhp38 (1)"
ms2651,BUS-LSM-Cons,Busch Campus,Sunday,12:00PM,3:00PM,3,12,"yf184 (1), ac1109 (1), sr1193 (1), ktm96 (1), hsr30 (1), srg154 (5), yq65 (2), jbm200 (4), kwl47 (1), aab283 (1), ms2651 (1), smt196 (2)"
ms2651,BUS-ARC-Cons,Busch Campus,Wednesday,11:45AM,3:15PM,3.5,16,"ejc185 (5), lo153 (5), rp928 (2), sah285 (4), zmk15 (1), ktm96 (3), jrb340 (1), nad129 (2), tjb234 (1), jbm200 (5), bar151 (1), jp1682 (2), pkc42 (1), ava45 (1), ms2651 (1), spp131 (1)"
msm322,BUS-BEST-Cons,Busch Campus,Saturday,10:45AM,2:00PM,3.25,14,"rgd51 (1), sr1193 (3), jrb340 (4), ajb384 (3), ap1614 (3), msm322 (1), jbm200 (2), jc2427 (4), jsq8 (5), jje77 (5), aab283 (1), ms2651 (1), eg560 (1), uls2 (4)"
msm322,BUS-RBHS-Cons,Busch Campus,Tuesday,8:15AM,10:45AM,2.5,1,msm322 (1)
